rt	wlen	unigramsurp	subject	docid	sentid	sentpos
577	8	8.428307	s057	KingOfBirds	165	23
1264	8	8.428307	s078	KingOfBirds	165	23
906	8	8.428307	s082	KingOfBirds	165	23
960	2	5.3346753	s003	KingOfBirds	165	24
765	2	5.3346753	s005	KingOfBirds	165	24
1306	2	5.3346753	s014	KingOfBirds	165	24
809	2	5.3346753	s027	KingOfBirds	165	24
527	2	5.3346753	s057	KingOfBirds	165	24
751	2	5.3346753	s078	KingOfBirds	165	24
777	2	5.3346753	s082	KingOfBirds	165	24
576	2	3.9175022	s003	KingOfBirds	165	25
923	2	3.9175022	s005	KingOfBirds	165	25
772	2	3.9175022	s014	KingOfBirds	165	25
442	2	3.9175022	s027	KingOfBirds	165	25
609	2	3.9175022	s057	KingOfBirds	165	25
977	2	3.9175022	s078	KingOfBirds	165	25
571	2	3.9175022	s082	KingOfBirds	165	25
736	5	5.48578	s003	KingOfBirds	165	26
877	5	5.48578	s005	KingOfBirds	165	26
861	5	5.48578	s014	KingOfBirds	165	26
688	5	5.48578	s027	KingOfBirds	165	26
582	5	5.48578	s057	KingOfBirds	165	26
663	5	5.48578	s078	KingOfBirds	165	26
530	5	5.48578	s082	KingOfBirds	165	26
768	1	2.7752452	s003	KingOfBirds	165	27
585	1	2.7752452	s005	KingOfBirds	165	27
1222	1	2.7752452	s014	KingOfBirds	165	27
692	1	2.7752452	s027	KingOfBirds	165	27
570	1	2.7752452	s082	KingOfBirds	165	27
577	2	3.9175022	s003	KingOfBirds	165	28
677	2	3.9175022	s005	KingOfBirds	165	28
759	2	3.9175022	s014	KingOfBirds	165	28
647	2	3.9175022	s027	KingOfBirds	165	28
660	2	3.9175022	s057	KingOfBirds	165	28
808	2	3.9175022	s078	KingOfBirds	165	28
442	2	3.9175022	s082	KingOfBirds	165	28
894	5	5.3509045	s003	KingOfBirds	166	2
721	5	5.3509045	s005	KingOfBirds	166	2
768	5	5.3509045	s014	KingOfBirds	166	2
573	5	5.3509045	s057	KingOfBirds	166	2
649	5	5.3509045	s078	KingOfBirds	166	2
711	5	5.3509045	s082	KingOfBirds	166	2
1792	7	6.009718	s003	KingOfBirds	166	3
719	7	6.009718	s005	KingOfBirds	166	3
765	7	6.009718	s014	KingOfBirds	166	3
3471	7	6.009718	s027	KingOfBirds	166	3
1103	7	6.009718	s057	KingOfBirds	166	3
1239	7	6.009718	s078	KingOfBirds	166	3
697	7	6.009718	s082	KingOfBirds	166	3
929	2	2.3029788	s003	KingOfBirds	166	4
720	2	2.3029788	s005	KingOfBirds	166	4
685	2	2.3029788	s014	KingOfBirds	166	4
1374	2	2.3029788	s027	KingOfBirds	166	4
723	2	2.3029788	s057	KingOfBirds	166	4
1552	2	2.3029788	s078	KingOfBirds	166	4
611	2	2.3029788	s082	KingOfBirds	166	4
544	3	1.2888894	s003	KingOfBirds	166	5
427	3	1.2888894	s005	KingOfBirds	166	5
803	3	1.2888894	s014	KingOfBirds	166	5
617	3	1.2888894	s027	KingOfBirds	166	5
600	3	1.2888894	s057	KingOfBirds	166	5
608	3	1.2888894	s078	KingOfBirds	166	5
896	6	3.5249536	s003	KingOfBirds	166	6
630	6	3.5249536	s005	KingOfBirds	166	6
857	6	3.5249536	s014	KingOfBirds	166	6
566	6	3.5249536	s027	KingOfBirds	166	6
584	6	3.5249536	s057	KingOfBirds	166	6
584	6	3.5249536	s078	KingOfBirds	166	6
574	6	3.5249536	s082	KingOfBirds	166	6
640	4	4.5665274	s003	KingOfBirds	166	7
451	4	4.5665274	s005	KingOfBirds	166	7
762	4	4.5665274	s014	KingOfBirds	166	7
501	4	4.5665274	s027	KingOfBirds	166	7
501	4	4.5665274	s057	KingOfBirds	166	7
600	4	4.5665274	s078	KingOfBirds	166	7
636	4	4.5665274	s082	KingOfBirds	166	7
600	3	2.5938761	s003	KingOfBirds	166	8
675	3	2.5938761	s005	KingOfBirds	166	8
727	3	2.5938761	s014	KingOfBirds	166	8
844	3	2.5938761	s027	KingOfBirds	166	8
564	3	2.5938761	s057	KingOfBirds	166	8
688	3	2.5938761	s078	KingOfBirds	166	8
604	3	2.5938761	s082	KingOfBirds	166	8
960	3	2.5336661	s003	KingOfBirds	166	9
788	3	2.5336661	s005	KingOfBirds	166	9
807	3	2.5336661	s014	KingOfBirds	166	9
1277	3	2.5336661	s027	KingOfBirds	166	9
649	3	2.5336661	s057	KingOfBirds	166	9
736	3	2.5336661	s078	KingOfBirds	166	9
572	3	2.5336661	s082	KingOfBirds	166	9
738	6	5.714062	s003	KingOfBirds	166	10
786	6	5.714062	s005	KingOfBirds	166	10
1098	6	5.714062	s014	KingOfBirds	166	10
804	6	5.714062	s027	KingOfBirds	166	10
955	6	5.714062	s057	KingOfBirds	166	10
816	6	5.714062	s078	KingOfBirds	166	10
658	6	5.714062	s082	KingOfBirds	166	10
927	3	1.2888894	s003	KingOfBirds	166	11
585	3	1.2888894	s005	KingOfBirds	166	11
668	3	1.2888894	s014	KingOfBirds	166	11
435	3	1.2888894	s027	KingOfBirds	166	11
726	3	1.2888894	s057	KingOfBirds	166	11
536	3	1.2888894	s078	KingOfBirds	166	11
782	3	1.2888894	s082	KingOfBirds	166	11
639	4	4.5665274	s003	KingOfBirds	166	12
540	4	4.5665274	s005	KingOfBirds	166	12
730	4	4.5665274	s014	KingOfBirds	166	12
559	4	4.5665274	s027	KingOfBirds	166	12
704	4	4.5665274	s057	KingOfBirds	166	12
816	4	4.5665274	s078	KingOfBirds	166	12
719	4	4.5665274	s082	KingOfBirds	166	12
608	2	1.7076293	s003	KingOfBirds	166	13
675	2	1.7076293	s005	KingOfBirds	166	13
1163	2	1.7076293	s014	KingOfBirds	166	13
631	2	1.7076293	s027	KingOfBirds	166	13
592	2	1.7076293	s057	KingOfBirds	166	13
624	2	1.7076293	s078	KingOfBirds	166	13
647	2	1.7076293	s082	KingOfBirds	166	13
640	3	2.4234245	s003	KingOfBirds	166	14
699	3	2.4234245	s005	KingOfBirds	166	14
718	3	2.4234245	s014	KingOfBirds	166	14
682	3	2.4234245	s027	KingOfBirds	166	14
963	3	2.4234245	s057	KingOfBirds	166	14
648	3	2.4234245	s078	KingOfBirds	166	14
786	3	2.4234245	s082	KingOfBirds	166	14
704	8	5.7646933	s003	KingOfBirds	166	15
719	8	5.7646933	s005	KingOfBirds	166	15
1009	8	5.7646933	s014	KingOfBirds	166	15
623	8	5.7646933	s027	KingOfBirds	166	15
545	8	5.7646933	s057	KingOfBirds	166	15
480	8	5.7646933	s078	KingOfBirds	166	15
618	8	5.7646933	s082	KingOfBirds	166	15
768	3	1.6774666	s003	KingOfBirds	166	16
675	3	1.6774666	s005	KingOfBirds	166	16
718	3	1.6774666	s014	KingOfBirds	166	16
697	3	1.6774666	s027	KingOfBirds	166	16
1024	3	1.6774666	s057	KingOfBirds	166	16
656	3	1.6774666	s078	KingOfBirds	166	16
764	3	1.6774666	s082	KingOfBirds	166	16
984	2	3.1295903	s003	KingOfBirds	166	17
608	2	3.1295903	s005	KingOfBirds	166	17
719	2	3.1295903	s014	KingOfBirds	166	17
671	2	3.1295903	s027	KingOfBirds	166	17
571	2	3.1295903	s057	KingOfBirds	166	17
768	2	3.1295903	s078	KingOfBirds	166	17
613	2	3.1295903	s082	KingOfBirds	166	17
1088	3	2.5938761	s003	KingOfBirds	166	18
698	3	2.5938761	s005	KingOfBirds	166	18
2400	3	2.5938761	s014	KingOfBirds	166	18
762	3	2.5938761	s027	KingOfBirds	166	18
654	3	2.5938761	s057	KingOfBirds	166	18
888	3	2.5938761	s078	KingOfBirds	166	18
816	3	2.5938761	s082	KingOfBirds	166	18
897	3	2.5336661	s003	KingOfBirds	166	19
899	3	2.5336661	s005	KingOfBirds	166	19
1233	3	2.5336661	s014	KingOfBirds	166	19
718	3	2.5336661	s027	KingOfBirds	166	19
2842	3	2.5336661	s057	KingOfBirds	166	19
624	3	2.5336661	s078	KingOfBirds	166	19
579	3	2.5336661	s082	KingOfBirds	166	19
1184	2	2.3049455	s003	KingOfBirds	166	20
607	2	2.3049455	s005	KingOfBirds	166	20
1099	2	2.3049455	s014	KingOfBirds	166	20
1093	2	2.3049455	s027	KingOfBirds	166	20
599	2	2.3049455	s057	KingOfBirds	166	20
704	2	2.3049455	s078	KingOfBirds	166	20
638	2	2.3049455	s082	KingOfBirds	166	20
704	3	2.9162576	s003	KingOfBirds	166	21
720	3	2.9162576	s005	KingOfBirds	166	21
778	3	2.9162576	s014	KingOfBirds	166	21
648	3	2.9162576	s027	KingOfBirds	166	21
1058	3	2.9162576	s057	KingOfBirds	166	21
736	3	2.9162576	s078	KingOfBirds	166	21
594	3	2.9162576	s082	KingOfBirds	166	21
896	8	3.4152656	s003	KingOfBirds	166	22
676	8	3.4152656	s005	KingOfBirds	166	22
702	8	3.4152656	s014	KingOfBirds	166	22
643	8	3.4152656	s027	KingOfBirds	166	22
631	8	3.4152656	s057	KingOfBirds	166	22
561	8	3.4152656	s078	KingOfBirds	166	22
734	8	3.4152656	s082	KingOfBirds	166	22
696	3	1.2888894	s003	KingOfBirds	166	23
652	3	1.2888894	s005	KingOfBirds	166	23
744	3	1.2888894	s014	KingOfBirds	166	23
612	3	1.2888894	s027	KingOfBirds	166	23
822	3	1.2888894	s057	KingOfBirds	166	23
634	3	1.2888894	s082	KingOfBirds	166	23
577	4	4.5665274	s003	KingOfBirds	166	24
765	4	4.5665274	s005	KingOfBirds	166	24
760	4	4.5665274	s014	KingOfBirds	166	24
861	4	4.5665274	s027	KingOfBirds	166	24
615	4	4.5665274	s057	KingOfBirds	166	24
944	4	4.5665274	s078	KingOfBirds	166	24
655	4	4.5665274	s082	KingOfBirds	166	24
575	2	1.6088771	s003	KingOfBirds	166	25
540	2	1.6088771	s005	KingOfBirds	166	25
686	2	1.6088771	s014	KingOfBirds	166	25
555	2	1.6088771	s027	KingOfBirds	166	25
768	2	1.6088771	s057	KingOfBirds	166	25
736	2	1.6088771	s078	KingOfBirds	166	25
537	2	1.6088771	s082	KingOfBirds	166	25
576	4	3.4768355	s003	KingOfBirds	166	26
585	4	3.4768355	s005	KingOfBirds	166	26
963	4	3.4768355	s014	KingOfBirds	166	26
714	4	3.4768355	s027	KingOfBirds	166	26
571	4	3.4768355	s057	KingOfBirds	166	26
872	4	3.4768355	s078	KingOfBirds	166	26
635	4	3.4768355	s082	KingOfBirds	166	26
864	6	4.4458294	s003	KingOfBirds	166	27
1147	6	4.4458294	s005	KingOfBirds	166	27
751	6	4.4458294	s014	KingOfBirds	166	27
785	6	4.4458294	s027	KingOfBirds	166	27
582	6	4.4458294	s057	KingOfBirds	166	27
648	6	4.4458294	s078	KingOfBirds	166	27
578	6	4.4458294	s082	KingOfBirds	166	27
1152	3	2.865449	s003	KingOfBirds	166	28
721	3	2.865449	s005	KingOfBirds	166	28
833	3	2.865449	s014	KingOfBirds	166	28
655	3	2.865449	s027	KingOfBirds	166	28
751	3	2.865449	s057	KingOfBirds	166	28
1992	3	2.865449	s078	KingOfBirds	166	28
508	3	2.865449	s082	KingOfBirds	166	28
704	4	3.1049566	s003	KingOfBirds	166	29
674	4	3.1049566	s005	KingOfBirds	166	29
1087	4	3.1049566	s014	KingOfBirds	166	29
739	4	3.1049566	s027	KingOfBirds	166	29
741	4	3.1049566	s057	KingOfBirds	166	29
720	4	3.1049566	s078	KingOfBirds	166	29
589	4	3.1049566	s082	KingOfBirds	166	29
863	5	4.7789125	s003	KingOfBirds	167	2
653	5	4.7789125	s005	KingOfBirds	167	2
727	5	4.7789125	s014	KingOfBirds	167	2
938	5	4.7789125	s027	KingOfBirds	167	2
599	5	4.7789125	s057	KingOfBirds	167	2
648	5	4.7789125	s078	KingOfBirds	167	2
592	5	4.7789125	s082	KingOfBirds	167	2
925	4	3.254684	s014	KingOfBirds	167	3
1018	4	3.254684	s027	KingOfBirds	167	3
1547	4	3.254684	s057	KingOfBirds	167	3
1520	4	3.254684	s078	KingOfBirds	167	3
1312	2	2.1191137	s003	KingOfBirds	167	4
833	2	2.1191137	s005	KingOfBirds	167	4
697	2	2.1191137	s014	KingOfBirds	167	4
604	2	2.1191137	s027	KingOfBirds	167	4
551	2	2.1191137	s057	KingOfBirds	167	4
1168	2	2.1191137	s078	KingOfBirds	167	4
582	2	2.1191137	s082	KingOfBirds	167	4
632	5	5.017325	s003	KingOfBirds	167	5
810	5	5.017325	s005	KingOfBirds	167	5
815	5	5.017325	s014	KingOfBirds	167	5
622	5	5.017325	s027	KingOfBirds	167	5
700	5	5.017325	s057	KingOfBirds	167	5
752	5	5.017325	s078	KingOfBirds	167	5
536	5	5.017325	s082	KingOfBirds	167	5
641	4	2.583027	s003	KingOfBirds	167	6
810	4	2.583027	s005	KingOfBirds	167	6
805	4	2.583027	s014	KingOfBirds	167	6
478	4	2.583027	s027	KingOfBirds	167	6
633	4	2.583027	s057	KingOfBirds	167	6
760	4	2.583027	s078	KingOfBirds	167	6
831	3	2.9162576	s003	KingOfBirds	167	7
630	3	2.9162576	s005	KingOfBirds	167	7
744	3	2.9162576	s014	KingOfBirds	167	7
671	3	2.9162576	s027	KingOfBirds	167	7
587	3	2.9162576	s057	KingOfBirds	167	7
752	3	2.9162576	s078	KingOfBirds	167	7
602	3	2.9162576	s082	KingOfBirds	167	7
1217	2	2.8032777	s003	KingOfBirds	167	8
855	2	2.8032777	s005	KingOfBirds	167	8
721	2	2.8032777	s014	KingOfBirds	167	8
948	2	2.8032777	s027	KingOfBirds	167	8
1129	2	2.8032777	s057	KingOfBirds	167	8
1159	2	2.8032777	s078	KingOfBirds	167	8
652	2	2.8032777	s082	KingOfBirds	167	8
832	2	1.7076293	s003	KingOfBirds	167	9
608	2	1.7076293	s005	KingOfBirds	167	9
1566	2	1.7076293	s014	KingOfBirds	167	9
437	2	1.7076293	s027	KingOfBirds	167	9
562	2	1.7076293	s057	KingOfBirds	167	9
633	2	1.7076293	s078	KingOfBirds	167	9
536	2	1.7076293	s082	KingOfBirds	167	9
1559	3	1.6774666	s003	KingOfBirds	168	2
518	3	1.6774666	s005	KingOfBirds	168	2
1118	3	1.6774666	s014	KingOfBirds	168	2
1050	3	1.6774666	s027	KingOfBirds	168	2
615	3	1.6774666	s057	KingOfBirds	168	2
1937	3	1.6774666	s078	KingOfBirds	168	2
748	3	1.6774666	s082	KingOfBirds	168	2
2560	3	2.5336661	s003	KingOfBirds	168	3
765	3	2.5336661	s005	KingOfBirds	168	3
1781	3	2.5336661	s014	KingOfBirds	168	3
963	3	2.5336661	s027	KingOfBirds	168	3
825	3	2.5336661	s057	KingOfBirds	168	3
2079	3	2.5336661	s078	KingOfBirds	168	3
991	3	2.5336661	s082	KingOfBirds	168	3
576	3	1.2888894	s003	KingOfBirds	168	4
697	3	1.2888894	s005	KingOfBirds	168	4
802	3	1.2888894	s014	KingOfBirds	168	4
521	3	1.2888894	s027	KingOfBirds	168	4
955	3	1.2888894	s057	KingOfBirds	168	4
713	3	1.2888894	s078	KingOfBirds	168	4
621	3	1.2888894	s082	KingOfBirds	168	4
1024	6	6.2177157	s003	KingOfBirds	168	5
743	6	6.2177157	s005	KingOfBirds	168	5
901	6	6.2177157	s014	KingOfBirds	168	5
484	6	6.2177157	s027	KingOfBirds	168	5
490	6	6.2177157	s057	KingOfBirds	168	5
831	6	6.2177157	s078	KingOfBirds	168	5
617	6	6.2177157	s082	KingOfBirds	168	5
1080	3	3.2291415	s003	KingOfBirds	168	6
787	3	3.2291415	s005	KingOfBirds	168	6
689	3	3.2291415	s027	KingOfBirds	168	6
1456	3	3.2291415	s078	KingOfBirds	168	6
567	3	3.2291415	s082	KingOfBirds	168	6
928	6	8.742946	s003	KingOfBirds	168	7
856	6	8.742946	s005	KingOfBirds	168	7
781	6	8.742946	s014	KingOfBirds	168	7
752	6	8.742946	s027	KingOfBirds	168	7
1283	6	8.742946	s057	KingOfBirds	168	7
1112	6	8.742946	s078	KingOfBirds	168	7
568	6	8.742946	s082	KingOfBirds	168	7
3490	3	1.2888894	s003	KingOfBirds	168	8
764	3	1.2888894	s005	KingOfBirds	168	8
1606	3	1.2888894	s014	KingOfBirds	168	8
1487	3	1.2888894	s027	KingOfBirds	168	8
1096	3	1.2888894	s078	KingOfBirds	168	8
722	3	1.2888894	s082	KingOfBirds	168	8
607	5	4.7789125	s003	KingOfBirds	168	9
788	5	4.7789125	s005	KingOfBirds	168	9
650	5	4.7789125	s014	KingOfBirds	168	9
551	5	4.7789125	s027	KingOfBirds	168	9
1928	5	4.7789125	s057	KingOfBirds	168	9
776	5	4.7789125	s078	KingOfBirds	168	9
641	5	4.7789125	s082	KingOfBirds	168	9
761	6	6.2236633	s003	KingOfBirds	168	10
1035	6	6.2236633	s005	KingOfBirds	168	10
1021	6	6.2236633	s014	KingOfBirds	168	10
640	6	6.2236633	s027	KingOfBirds	168	10
949	6	6.2236633	s057	KingOfBirds	168	10
888	6	6.2236633	s078	KingOfBirds	168	10
683	6	6.2236633	s082	KingOfBirds	168	10
1151	6	6.1973295	s003	KingOfBirds	168	11
967	6	6.1973295	s005	KingOfBirds	168	11
1041	6	6.1973295	s014	KingOfBirds	168	11
1066	6	6.1973295	s027	KingOfBirds	168	11
931	6	6.1973295	s057	KingOfBirds	168	11
1104	6	6.1973295	s078	KingOfBirds	168	11
928	6	6.1973295	s082	KingOfBirds	168	11
863	4	2.2281053	s003	KingOfBirds	168	12
675	4	2.2281053	s005	KingOfBirds	168	12
695	4	2.2281053	s014	KingOfBirds	168	12
584	4	2.2281053	s027	KingOfBirds	168	12
783	4	2.2281053	s057	KingOfBirds	168	12
600	4	2.2281053	s078	KingOfBirds	168	12
874	4	2.2281053	s082	KingOfBirds	168	12
736	4	2.4183044	s003	KingOfBirds	169	2
743	4	2.4183044	s005	KingOfBirds	169	2
743	4	2.4183044	s014	KingOfBirds	169	2
675	4	2.4183044	s027	KingOfBirds	169	2
639	4	2.4183044	s057	KingOfBirds	169	2
727	4	2.4183044	s078	KingOfBirds	169	2
630	4	2.4183044	s082	KingOfBirds	169	2
896	4	3.8728511	s003	KingOfBirds	169	3
765	4	3.8728511	s005	KingOfBirds	169	3
766	4	3.8728511	s014	KingOfBirds	169	3
900	4	3.8728511	s027	KingOfBirds	169	3
788	4	3.8728511	s057	KingOfBirds	169	3
928	4	3.8728511	s078	KingOfBirds	169	3
596	4	3.8728511	s082	KingOfBirds	169	3
728	4	2.6851523	s003	KingOfBirds	169	4
607	4	2.6851523	s005	KingOfBirds	169	4
677	4	2.6851523	s014	KingOfBirds	169	4
596	4	2.6851523	s027	KingOfBirds	169	4
619	4	2.6851523	s057	KingOfBirds	169	4
528	4	2.6851523	s078	KingOfBirds	169	4
439	4	2.6851523	s082	KingOfBirds	169	4
1056	2	2.3029788	s003	KingOfBirds	169	5
630	2	2.3029788	s005	KingOfBirds	169	5
773	2	2.3029788	s014	KingOfBirds	169	5
679	2	2.3029788	s027	KingOfBirds	169	5
821	2	2.3029788	s057	KingOfBirds	169	5
712	2	2.3029788	s078	KingOfBirds	169	5
631	2	2.3029788	s082	KingOfBirds	169	5
960	8	4.4807506	s003	KingOfBirds	169	6
810	8	4.4807506	s005	KingOfBirds	169	6
830	8	4.4807506	s014	KingOfBirds	169	6
919	8	4.4807506	s027	KingOfBirds	169	6
861	8	4.4807506	s057	KingOfBirds	169	6
872	8	4.4807506	s078	KingOfBirds	169	6
1377	5	3.5740304	s003	KingOfBirds	169	7
811	5	3.5740304	s005	KingOfBirds	169	7
934	5	3.5740304	s014	KingOfBirds	169	7
807	5	3.5740304	s027	KingOfBirds	169	7
1006	5	3.5740304	s057	KingOfBirds	169	7
688	5	3.5740304	s078	KingOfBirds	169	7
947	5	3.5740304	s082	KingOfBirds	169	7
543	4	4.1134305	s003	KingOfBirds	169	8
810	4	4.1134305	s005	KingOfBirds	169	8
839	4	4.1134305	s014	KingOfBirds	169	8
510	4	4.1134305	s027	KingOfBirds	169	8
709	4	4.1134305	s057	KingOfBirds	169	8
608	4	4.1134305	s078	KingOfBirds	169	8
717	4	4.1134305	s082	KingOfBirds	169	8
608	2	1.7076293	s003	KingOfBirds	169	9
517	2	1.7076293	s005	KingOfBirds	169	9
768	2	1.7076293	s014	KingOfBirds	169	9
641	2	1.7076293	s027	KingOfBirds	169	9
932	2	1.7076293	s057	KingOfBirds	169	9
482	2	1.7076293	s082	KingOfBirds	169	9
632	3	1.2888894	s003	KingOfBirds	169	10
675	3	1.2888894	s005	KingOfBirds	169	10
755	3	1.2888894	s014	KingOfBirds	169	10
535	3	1.2888894	s027	KingOfBirds	169	10
753	3	1.2888894	s057	KingOfBirds	169	10
600	3	1.2888894	s078	KingOfBirds	169	10
566	3	1.2888894	s082	KingOfBirds	169	10
704	5	4.596039	s003	KingOfBirds	169	11
832	5	4.596039	s005	KingOfBirds	169	11
822	5	4.596039	s014	KingOfBirds	169	11
589	5	4.596039	s027	KingOfBirds	169	11
556	5	4.596039	s057	KingOfBirds	169	11
664	5	4.596039	s078	KingOfBirds	169	11
577	5	4.596039	s082	KingOfBirds	169	11
1184	2	3.1295903	s003	KingOfBirds	169	12
563	2	3.1295903	s005	KingOfBirds	169	12
803	2	3.1295903	s027	KingOfBirds	169	12
591	2	3.1295903	s057	KingOfBirds	169	12
760	2	3.1295903	s078	KingOfBirds	169	12
592	2	3.1295903	s082	KingOfBirds	169	12
768	2	2.9365592	s003	KingOfBirds	169	13
472	2	2.9365592	s005	KingOfBirds	169	13
627	2	2.9365592	s014	KingOfBirds	169	13
875	2	2.9365592	s027	KingOfBirds	169	13
572	2	2.9365592	s057	KingOfBirds	169	13
624	2	2.9365592	s078	KingOfBirds	169	13
599	2	2.9365592	s082	KingOfBirds	169	13
608	4	2.5353088	s003	KingOfBirds	169	14
563	4	2.5353088	s005	KingOfBirds	169	14
703	4	2.5353088	s014	KingOfBirds	169	14
638	4	2.5353088	s027	KingOfBirds	169	14
495	4	2.5353088	s057	KingOfBirds	169	14
784	4	2.5353088	s078	KingOfBirds	169	14
496	4	2.5353088	s082	KingOfBirds	169	14
672	3	2.5336661	s003	KingOfBirds	169	15
810	3	2.5336661	s005	KingOfBirds	169	15
1483	3	2.5336661	s014	KingOfBirds	169	15
459	3	2.5336661	s027	KingOfBirds	169	15
673	3	2.5336661	s057	KingOfBirds	169	15
680	3	2.5336661	s078	KingOfBirds	169	15
617	3	2.5336661	s082	KingOfBirds	169	15
1057	4	2.4183044	s003	KingOfBirds	169	16
1305	4	2.4183044	s005	KingOfBirds	169	16
823	4	2.4183044	s014	KingOfBirds	169	16
848	4	2.4183044	s027	KingOfBirds	169	16
724	4	2.4183044	s057	KingOfBirds	169	16
768	4	2.4183044	s078	KingOfBirds	169	16
633	4	2.4183044	s082	KingOfBirds	169	16
639	4	4.658928	s003	KingOfBirds	169	17
630	4	4.658928	s005	KingOfBirds	169	17
827	4	4.658928	s014	KingOfBirds	169	17
617	4	4.658928	s027	KingOfBirds	169	17
592	4	4.658928	s057	KingOfBirds	169	17
544	4	4.658928	s078	KingOfBirds	169	17
882	4	4.658928	s082	KingOfBirds	169	17
1177	3	2.5532322	s003	KingOfBirds	169	18
968	3	2.5532322	s005	KingOfBirds	169	18
1533	3	2.5532322	s027	KingOfBirds	169	18
703	3	2.5532322	s057	KingOfBirds	169	18
1008	3	2.5532322	s078	KingOfBirds	169	18
662	3	2.5532322	s082	KingOfBirds	169	18
959	3	2.458713	s003	KingOfBirds	169	19
810	3	2.458713	s005	KingOfBirds	169	19
1173	3	2.458713	s014	KingOfBirds	169	19
616	3	2.458713	s027	KingOfBirds	169	19
665	3	2.458713	s057	KingOfBirds	169	19
752	3	2.458713	s078	KingOfBirds	169	19
856	3	2.458713	s082	KingOfBirds	169	19
1090	6	4.116843	s003	KingOfBirds	169	20
810	6	4.116843	s005	KingOfBirds	169	20
771	6	4.116843	s014	KingOfBirds	169	20
958	6	4.116843	s027	KingOfBirds	169	20
857	6	4.116843	s057	KingOfBirds	169	20
1056	6	4.116843	s078	KingOfBirds	169	20
1057	6	4.116843	s082	KingOfBirds	169	20
991	6	5.379836	s003	KingOfBirds	169	21
878	6	5.379836	s005	KingOfBirds	169	21
927	6	5.379836	s014	KingOfBirds	169	21
897	6	5.379836	s027	KingOfBirds	169	21
843	6	5.379836	s057	KingOfBirds	169	21
877	6	5.379836	s078	KingOfBirds	169	21
1601	3	1.6774666	s003	KingOfBirds	169	22
743	3	1.6774666	s005	KingOfBirds	169	22
819	3	1.6774666	s014	KingOfBirds	169	22
631	3	1.6774666	s027	KingOfBirds	169	22
677	3	1.6774666	s057	KingOfBirds	169	22
731	3	1.6774666	s078	KingOfBirds	169	22
664	3	1.6774666	s082	KingOfBirds	169	22
664	8	6.863503	s003	KingOfBirds	169	23
831	8	6.863503	s005	KingOfBirds	169	23
1498	8	6.863503	s014	KingOfBirds	169	23
1255	8	6.863503	s027	KingOfBirds	169	23
651	8	6.863503	s057	KingOfBirds	169	23
1336	8	6.863503	s078	KingOfBirds	169	23
601	8	6.863503	s082	KingOfBirds	169	23
639	2	1.6088771	s003	KingOfBirds	169	24
517	2	1.6088771	s005	KingOfBirds	169	24
695	2	1.6088771	s014	KingOfBirds	169	24
479	2	1.6088771	s027	KingOfBirds	169	24
745	2	1.6088771	s057	KingOfBirds	169	24
1152	2	1.6088771	s078	KingOfBirds	169	24
781	2	1.6088771	s082	KingOfBirds	169	24
1088	5	5.2792835	s003	KingOfBirds	169	25
1058	5	5.2792835	s005	KingOfBirds	169	25
917	5	5.2792835	s014	KingOfBirds	169	25
964	5	5.2792835	s027	KingOfBirds	169	25
683	5	5.2792835	s057	KingOfBirds	169	25
872	5	5.2792835	s078	KingOfBirds	169	25
640	4	2.9034548	s003	KingOfBirds	169	26
607	4	2.9034548	s005	KingOfBirds	169	26
572	4	2.9034548	s014	KingOfBirds	169	26
664	4	2.9034548	s027	KingOfBirds	169	26
553	4	2.9034548	s057	KingOfBirds	169	26
1216	4	2.9034548	s078	KingOfBirds	169	26
511	4	2.9034548	s082	KingOfBirds	169	26
960	4	4.5665274	s003	KingOfBirds	170	2
744	4	4.5665274	s005	KingOfBirds	170	2
736	4	4.5665274	s014	KingOfBirds	170	2
638	4	4.5665274	s027	KingOfBirds	170	2
603	4	4.5665274	s057	KingOfBirds	170	2
1647	4	4.5665274	s078	KingOfBirds	170	2
521	4	4.5665274	s082	KingOfBirds	170	2
1176	7	3.4924572	s003	KingOfBirds	170	3
674	7	3.4924572	s005	KingOfBirds	170	3
1383	7	3.4924572	s014	KingOfBirds	170	3
1022	7	3.4924572	s027	KingOfBirds	170	3
840	7	3.4924572	s057	KingOfBirds	170	3
1889	7	3.4924572	s078	KingOfBirds	170	3
705	1	1.6849625	s003	KingOfBirds	170	4
607	1	1.6849625	s005	KingOfBirds	170	4
879	1	1.6849625	s014	KingOfBirds	170	4
861	1	1.6849625	s027	KingOfBirds	170	4
640	1	1.6849625	s057	KingOfBirds	170	4
999	1	1.6849625	s078	KingOfBirds	170	4
622	1	1.6849625	s082	KingOfBirds	170	4
799	4	3.8694444	s003	KingOfBirds	170	5
923	4	3.8694444	s005	KingOfBirds	170	5
796	4	3.8694444	s014	KingOfBirds	170	5
773	4	3.8694444	s057	KingOfBirds	170	5
777	4	3.8694444	s078	KingOfBirds	170	5
646	4	3.8694444	s082	KingOfBirds	170	5
673	4	3.3638022	s003	KingOfBirds	170	6
877	4	3.3638022	s005	KingOfBirds	170	6
938	4	3.3638022	s014	KingOfBirds	170	6
1030	4	3.3638022	s027	KingOfBirds	170	6
735	4	3.3638022	s057	KingOfBirds	170	6
664	4	3.3638022	s078	KingOfBirds	170	6
710	4	3.3638022	s082	KingOfBirds	170	6
800	7	3.860065	s003	KingOfBirds	170	7
923	7	3.860065	s005	KingOfBirds	170	7
