rt	wlen	unigramsurp	subject	docid	sentid	sentpos
793	8	6.2068267	s006	MatchstickSeller	93	4
968	8	6.2068267	s035	MatchstickSeller	93	4
754	8	6.2068267	s068	MatchstickSeller	93	4
951	8	6.2068267	s091	MatchstickSeller	93	4
616	8	6.2068267	s096	MatchstickSeller	93	4
575	3	3.0180616	s006	MatchstickSeller	93	5
978	3	3.0180616	s068	MatchstickSeller	93	5
1051	3	3.0180616	s091	MatchstickSeller	93	5
560	3	3.0180616	s096	MatchstickSeller	93	5
711	5	2.9877872	s006	MatchstickSeller	93	6
1192	5	2.9877872	s035	MatchstickSeller	93	6
847	5	2.9877872	s068	MatchstickSeller	93	6
1017	5	2.9877872	s091	MatchstickSeller	93	6
512	5	2.9877872	s096	MatchstickSeller	93	6
649	3	2.5336661	s006	MatchstickSeller	93	7
904	3	2.5336661	s035	MatchstickSeller	93	7
587	3	2.5336661	s068	MatchstickSeller	93	7
704	3	2.5336661	s091	MatchstickSeller	93	7
752	3	2.5336661	s096	MatchstickSeller	93	7
648	5	5.746486	s006	MatchstickSeller	93	8
888	5	5.746486	s035	MatchstickSeller	93	8
926	5	5.746486	s068	MatchstickSeller	93	8
789	5	5.746486	s091	MatchstickSeller	93	8
616	5	5.746486	s096	MatchstickSeller	93	8
600	3	1.6774666	s006	MatchstickSeller	93	9
600	3	1.6774666	s035	MatchstickSeller	93	9
271	3	1.6774666	s068	MatchstickSeller	93	9
862	3	1.6774666	s091	MatchstickSeller	93	9
520	3	1.6774666	s096	MatchstickSeller	93	9
552	1	1.6849625	s006	MatchstickSeller	93	10
1208	1	1.6849625	s035	MatchstickSeller	93	10
2581	1	1.6849625	s068	MatchstickSeller	93	10
746	1	1.6849625	s091	MatchstickSeller	93	10
648	1	1.6849625	s096	MatchstickSeller	93	10
948	3	4.38966	s006	MatchstickSeller	93	11
760	3	4.38966	s035	MatchstickSeller	93	11
766	3	4.38966	s068	MatchstickSeller	93	11
1868	3	4.38966	s091	MatchstickSeller	93	11
634	6	4.2744823	s006	MatchstickSeller	93	12
1232	6	4.2744823	s035	MatchstickSeller	93	12
1084	6	4.2744823	s068	MatchstickSeller	93	12
1088	6	4.2744823	s091	MatchstickSeller	93	12
775	6	4.2744823	s096	MatchstickSeller	93	12
563	4	4.279761	s006	MatchstickSeller	93	13
1192	4	4.279761	s035	MatchstickSeller	93	13
948	4	4.279761	s068	MatchstickSeller	93	13
1298	4	4.279761	s091	MatchstickSeller	93	13
760	4	4.279761	s096	MatchstickSeller	93	13
641	3	1.2888894	s006	MatchstickSeller	93	14
816	3	1.2888894	s035	MatchstickSeller	93	14
856	3	1.2888894	s068	MatchstickSeller	93	14
568	3	1.2888894	s091	MatchstickSeller	93	14
656	3	1.2888894	s096	MatchstickSeller	93	14
684	6	4.784831	s006	MatchstickSeller	93	15
1160	6	4.784831	s035	MatchstickSeller	93	15
1481	6	4.784831	s068	MatchstickSeller	93	15
592	6	4.784831	s091	MatchstickSeller	93	15
728	6	4.784831	s096	MatchstickSeller	93	15
660	6	3.5325642	s006	MatchstickSeller	93	16
1944	6	3.5325642	s035	MatchstickSeller	93	16
923	6	3.5325642	s068	MatchstickSeller	93	16
1476	6	3.5325642	s091	MatchstickSeller	93	16
1208	6	3.5325642	s096	MatchstickSeller	93	16
616	4	2.069754	s006	MatchstickSeller	93	17
800	4	2.069754	s035	MatchstickSeller	93	17
972	4	2.069754	s068	MatchstickSeller	93	17
424	4	2.069754	s096	MatchstickSeller	93	17
508	2	2.37278	s006	MatchstickSeller	93	18
760	2	2.37278	s035	MatchstickSeller	93	18
634	2	2.37278	s068	MatchstickSeller	93	18
768	2	2.37278	s091	MatchstickSeller	93	18
568	2	2.37278	s096	MatchstickSeller	93	18
550	5	2.9877872	s006	MatchstickSeller	93	19
976	5	2.9877872	s035	MatchstickSeller	93	19
965	5	2.9877872	s068	MatchstickSeller	93	19
975	5	2.9877872	s091	MatchstickSeller	93	19
712	5	2.9877872	s096	MatchstickSeller	93	19
619	3	3.4691548	s006	MatchstickSeller	93	20
976	3	3.4691548	s035	MatchstickSeller	93	20
509	3	3.4691548	s068	MatchstickSeller	93	20
759	3	3.4691548	s091	MatchstickSeller	93	20
616	3	3.4691548	s096	MatchstickSeller	93	20
512	2	2.4594746	s006	MatchstickSeller	93	21
696	2	2.4594746	s035	MatchstickSeller	93	21
956	2	2.4594746	s068	MatchstickSeller	93	21
659	2	2.4594746	s091	MatchstickSeller	93	21
392	2	2.4594746	s096	MatchstickSeller	93	21
508	2	2.321949	s006	MatchstickSeller	93	22
856	2	2.321949	s035	MatchstickSeller	93	22
550	2	2.321949	s068	MatchstickSeller	93	22
800	2	2.321949	s091	MatchstickSeller	93	22
720	2	2.321949	s096	MatchstickSeller	93	22
617	1	1.6849625	s006	MatchstickSeller	93	23
728	1	1.6849625	s035	MatchstickSeller	93	23
588	1	1.6849625	s068	MatchstickSeller	93	23
778	1	1.6849625	s091	MatchstickSeller	93	23
536	1	1.6849625	s096	MatchstickSeller	93	23
796	4	3.4099488	s006	MatchstickSeller	93	24
1808	4	3.4099488	s035	MatchstickSeller	93	24
1527	4	3.4099488	s068	MatchstickSeller	93	24
1029	4	3.4099488	s091	MatchstickSeller	93	24
888	4	3.4099488	s096	MatchstickSeller	93	24
557	3	2.065867	s006	MatchstickSeller	93	25
976	3	2.065867	s035	MatchstickSeller	93	25
745	3	2.065867	s068	MatchstickSeller	93	25
599	3	2.065867	s096	MatchstickSeller	93	25
500	3	2.4234245	s006	MatchstickSeller	93	26
976	3	2.4234245	s035	MatchstickSeller	93	26
812	3	2.4234245	s068	MatchstickSeller	93	26
631	3	2.4234245	s091	MatchstickSeller	93	26
473	3	2.4234245	s096	MatchstickSeller	93	26
523	6	3.5249536	s006	MatchstickSeller	93	27
800	6	3.5249536	s035	MatchstickSeller	93	27
649	6	3.5249536	s068	MatchstickSeller	93	27
583	6	3.5249536	s096	MatchstickSeller	93	27
828	3	5.036796	s006	MatchstickSeller	93	28
800	3	5.036796	s035	MatchstickSeller	93	28
499	3	5.036796	s068	MatchstickSeller	93	28
891	3	5.036796	s091	MatchstickSeller	93	28
688	3	5.036796	s096	MatchstickSeller	93	28
629	4	2.2281053	s006	MatchstickSeller	94	2
1048	4	2.2281053	s035	MatchstickSeller	94	2
831	4	2.2281053	s068	MatchstickSeller	94	2
1118	4	2.2281053	s091	MatchstickSeller	94	2
724	3	2.9587936	s006	MatchstickSeller	94	3
1208	3	2.9587936	s035	MatchstickSeller	94	3
667	3	2.9587936	s068	MatchstickSeller	94	3
1276	3	2.9587936	s091	MatchstickSeller	94	3
592	3	2.9587936	s096	MatchstickSeller	94	3
700	5	5.2081003	s006	MatchstickSeller	94	4
904	5	5.2081003	s035	MatchstickSeller	94	4
998	5	5.2081003	s068	MatchstickSeller	94	4
1346	5	5.2081003	s091	MatchstickSeller	94	4
728	5	5.2081003	s096	MatchstickSeller	94	4
502	5	5.045092	s006	MatchstickSeller	94	5
808	5	5.045092	s035	MatchstickSeller	94	5
617	5	5.045092	s068	MatchstickSeller	94	5
797	5	5.045092	s091	MatchstickSeller	94	5
456	5	5.045092	s096	MatchstickSeller	94	5
1230	5	2.6729484	s006	MatchstickSeller	94	6
912	5	2.6729484	s035	MatchstickSeller	94	6
1970	5	2.6729484	s068	MatchstickSeller	94	6
1505	5	2.6729484	s091	MatchstickSeller	94	6
752	5	2.6729484	s096	MatchstickSeller	94	6
530	4	2.583027	s006	MatchstickSeller	94	7
904	4	2.583027	s035	MatchstickSeller	94	7
1064	4	2.583027	s068	MatchstickSeller	94	7
821	4	2.583027	s091	MatchstickSeller	94	7
633	4	2.583027	s096	MatchstickSeller	94	7
1027	5	4.160895	s006	MatchstickSeller	94	8
1400	5	4.160895	s035	MatchstickSeller	94	8
841	5	4.160895	s068	MatchstickSeller	94	8
1530	5	4.160895	s091	MatchstickSeller	94	8
639	5	4.160895	s096	MatchstickSeller	94	8
1219	3	4.23961	s006	MatchstickSeller	94	9
944	3	4.23961	s035	MatchstickSeller	94	9
536	3	4.23961	s068	MatchstickSeller	94	9
1088	3	4.23961	s091	MatchstickSeller	94	9
688	3	4.23961	s096	MatchstickSeller	94	9
711	3	1.6774666	s006	MatchstickSeller	94	10
936	3	1.6774666	s035	MatchstickSeller	94	10
821	3	1.6774666	s068	MatchstickSeller	94	10
812	3	1.6774666	s091	MatchstickSeller	94	10
432	3	1.6774666	s096	MatchstickSeller	94	10
539	4	4.385725	s006	MatchstickSeller	94	11
1001	4	4.385725	s035	MatchstickSeller	94	11
626	4	4.385725	s068	MatchstickSeller	94	11
948	4	4.385725	s091	MatchstickSeller	94	11
648	4	4.385725	s096	MatchstickSeller	94	11
767	4	2.2281053	s006	MatchstickSeller	94	12
807	4	2.2281053	s035	MatchstickSeller	94	12
881	4	2.2281053	s068	MatchstickSeller	94	12
1128	4	2.2281053	s091	MatchstickSeller	94	12
1522	4	2.2281053	s096	MatchstickSeller	94	12
627	3	1.2888894	s006	MatchstickSeller	94	13
832	3	1.2888894	s035	MatchstickSeller	94	13
923	3	1.2888894	s068	MatchstickSeller	94	13
973	3	1.2888894	s091	MatchstickSeller	94	13
438	3	1.2888894	s096	MatchstickSeller	94	13
679	5	5.3031144	s006	MatchstickSeller	94	14
960	5	5.3031144	s035	MatchstickSeller	94	14
562	5	5.3031144	s068	MatchstickSeller	94	14
965	5	5.3031144	s091	MatchstickSeller	94	14
648	5	5.3031144	s096	MatchstickSeller	94	14
669	3	1.2888894	s006	MatchstickSeller	94	15
992	3	1.2888894	s035	MatchstickSeller	94	15
1769	3	1.2888894	s068	MatchstickSeller	94	15
769	3	1.2888894	s091	MatchstickSeller	94	15
672	3	1.2888894	s096	MatchstickSeller	94	15
609	6	3.5249536	s006	MatchstickSeller	94	16
704	6	3.5249536	s035	MatchstickSeller	94	16
669	6	3.5249536	s068	MatchstickSeller	94	16
1176	6	3.5249536	s091	MatchstickSeller	94	16
656	6	3.5249536	s096	MatchstickSeller	94	16
543	4	4.4465623	s006	MatchstickSeller	94	17
664	4	4.4465623	s035	MatchstickSeller	94	17
534	4	4.4465623	s068	MatchstickSeller	94	17
629	4	4.4465623	s091	MatchstickSeller	94	17
560	4	4.4465623	s096	MatchstickSeller	94	17
513	4	3.5791721	s006	MatchstickSeller	94	18
1152	4	3.5791721	s035	MatchstickSeller	94	18
608	4	3.5791721	s068	MatchstickSeller	94	18
780	4	3.5791721	s091	MatchstickSeller	94	18
1112	4	3.5791721	s096	MatchstickSeller	94	18
475	3	4.5146203	s006	MatchstickSeller	94	19
728	3	4.5146203	s035	MatchstickSeller	94	19
489	3	4.5146203	s068	MatchstickSeller	94	19
827	3	4.5146203	s091	MatchstickSeller	94	19
1408	3	4.5146203	s096	MatchstickSeller	94	19
646	9	5.029701	s006	MatchstickSeller	94	20
1112	9	5.029701	s035	MatchstickSeller	94	20
1102	9	5.029701	s068	MatchstickSeller	94	20
1063	9	5.029701	s091	MatchstickSeller	94	20
630	3	3.3037093	s006	MatchstickSeller	94	21
912	3	3.3037093	s035	MatchstickSeller	94	21
682	3	3.3037093	s068	MatchstickSeller	94	21
4313	3	3.3037093	s096	MatchstickSeller	94	21
613	3	3.0180616	s006	MatchstickSeller	94	22
688	3	3.0180616	s035	MatchstickSeller	94	22
484	3	3.0180616	s068	MatchstickSeller	94	22
1011	3	3.0180616	s091	MatchstickSeller	94	22
831	3	3.0180616	s096	MatchstickSeller	94	22
482	5	2.6770096	s006	MatchstickSeller	94	23
801	5	2.6770096	s035	MatchstickSeller	94	23
735	5	2.6770096	s068	MatchstickSeller	94	23
585	5	2.6770096	s091	MatchstickSeller	94	23
1032	5	2.6770096	s096	MatchstickSeller	94	23
441	3	3.207388	s006	MatchstickSeller	94	24
735	3	3.207388	s035	MatchstickSeller	94	24
648	3	3.207388	s068	MatchstickSeller	94	24
861	3	3.207388	s091	MatchstickSeller	94	24
927	3	3.207388	s096	MatchstickSeller	94	24
475	7	3.2398136	s006	MatchstickSeller	94	25
993	7	3.2398136	s035	MatchstickSeller	94	25
567	7	3.2398136	s068	MatchstickSeller	94	25
1031	7	3.2398136	s091	MatchstickSeller	94	25
553	7	3.2398136	s096	MatchstickSeller	94	25
383	4	2.6851523	s006	MatchstickSeller	94	26
695	4	2.6851523	s035	MatchstickSeller	94	26
694	4	2.6851523	s068	MatchstickSeller	94	26
717	4	2.6851523	s091	MatchstickSeller	94	26
552	4	2.6851523	s096	MatchstickSeller	94	26
699	8	5.7272263	s006	MatchstickSeller	94	27
976	8	5.7272263	s035	MatchstickSeller	94	27
970	8	5.7272263	s068	MatchstickSeller	94	27
944	8	5.7272263	s091	MatchstickSeller	94	27
1367	8	5.7272263	s096	MatchstickSeller	94	27
679	10	4.7601604	s006	MatchstickSeller	95	2
1111	10	4.7601604	s035	MatchstickSeller	95	2
842	10	4.7601604	s068	MatchstickSeller	95	2
757	10	4.7601604	s091	MatchstickSeller	95	2
671	10	4.7601604	s096	MatchstickSeller	95	2
485	2	2.4755578	s006	MatchstickSeller	95	3
912	2	2.4755578	s035	MatchstickSeller	95	3
717	2	2.4755578	s068	MatchstickSeller	95	3
842	2	2.4755578	s091	MatchstickSeller	95	3
584	2	2.4755578	s096	MatchstickSeller	95	3
904	3	3.8074636	s035	MatchstickSeller	95	4
545	3	3.8074636	s068	MatchstickSeller	95	4
997	3	3.8074636	s091	MatchstickSeller	95	4
616	3	3.8074636	s096	MatchstickSeller	95	4
661	5	7.2137504	s006	MatchstickSeller	95	5
2409	5	7.2137504	s035	MatchstickSeller	95	5
1215	5	7.2137504	s068	MatchstickSeller	95	5
1650	5	7.2137504	s091	MatchstickSeller	95	5
976	5	7.2137504	s096	MatchstickSeller	95	5
642	3	3.0180616	s006	MatchstickSeller	95	6
919	3	3.0180616	s035	MatchstickSeller	95	6
1944	3	3.0180616	s068	MatchstickSeller	95	6
1639	3	3.0180616	s091	MatchstickSeller	95	6
473	3	3.0180616	s096	MatchstickSeller	95	6
808	3	2.5938761	s006	MatchstickSeller	95	7
1088	3	2.5938761	s035	MatchstickSeller	95	7
605	3	2.5938761	s068	MatchstickSeller	95	7
850	3	2.5938761	s091	MatchstickSeller	95	7
625	3	2.5938761	s096	MatchstickSeller	95	7
587	4	3.4773066	s006	MatchstickSeller	95	8
928	4	3.4773066	s035	MatchstickSeller	95	8
735	4	3.4773066	s068	MatchstickSeller	95	8
915	4	3.4773066	s091	MatchstickSeller	95	8
575	4	3.4773066	s096	MatchstickSeller	95	8
562	2	2.321949	s006	MatchstickSeller	95	9
936	2	2.321949	s035	MatchstickSeller	95	9
669	2	2.321949	s068	MatchstickSeller	95	9
1153	2	2.321949	s091	MatchstickSeller	95	9
424	2	2.321949	s096	MatchstickSeller	95	9
507	1	1.6849625	s006	MatchstickSeller	95	10
976	1	1.6849625	s035	MatchstickSeller	95	10
631	1	1.6849625	s068	MatchstickSeller	95	10
789	1	1.6849625	s091	MatchstickSeller	95	10
448	1	1.6849625	s096	MatchstickSeller	95	10
487	7	4.8788085	s006	MatchstickSeller	95	11
800	7	4.8788085	s035	MatchstickSeller	95	11
539	7	4.8788085	s068	MatchstickSeller	95	11
1018	7	4.8788085	s091	MatchstickSeller	95	11
991	7	4.8788085	s096	MatchstickSeller	95	11
515	1	1.6849625	s006	MatchstickSeller	95	12
728	1	1.6849625	s035	MatchstickSeller	95	12
687	1	1.6849625	s068	MatchstickSeller	95	12
1589	1	1.6849625	s091	MatchstickSeller	95	12
617	1	1.6849625	s096	MatchstickSeller	95	12
1169	3	3.4856699	s006	MatchstickSeller	95	13
640	3	3.4856699	s035	MatchstickSeller	95	13
476	3	3.4856699	s068	MatchstickSeller	95	13
1524	3	3.4856699	s091	MatchstickSeller	95	13
1104	3	3.4856699	s096	MatchstickSeller	95	13
624	5	3.794768	s006	MatchstickSeller	95	14
720	5	3.794768	s035	MatchstickSeller	95	14
580	5	3.794768	s068	MatchstickSeller	95	14
986	5	3.794768	s091	MatchstickSeller	95	14
1343	5	3.794768	s096	MatchstickSeller	95	14
497	7	4.70274	s006	MatchstickSeller	95	15
632	7	4.70274	s035	MatchstickSeller	95	15
742	7	4.70274	s068	MatchstickSeller	95	15
1126	7	4.70274	s091	MatchstickSeller	95	15
576	7	4.70274	s096	MatchstickSeller	95	15
565	3	1.6774666	s006	MatchstickSeller	95	16
752	3	1.6774666	s035	MatchstickSeller	95	16
738	3	1.6774666	s068	MatchstickSeller	95	16
985	3	1.6774666	s091	MatchstickSeller	95	16
593	3	1.6774666	s096	MatchstickSeller	95	16
563	5	3.4800484	s006	MatchstickSeller	95	17
1056	5	3.4800484	s035	MatchstickSeller	95	17
838	5	3.4800484	s068	MatchstickSeller	95	17
1186	5	3.4800484	s091	MatchstickSeller	95	17
672	5	3.4800484	s096	MatchstickSeller	95	17
1104	3	1.2888894	s035	MatchstickSeller	95	18
674	3	1.2888894	s068	MatchstickSeller	95	18
557	3	1.2888894	s091	MatchstickSeller	95	18
440	3	1.2888894	s096	MatchstickSeller	95	18
1246	8	4.860582	s006	MatchstickSeller	95	19
1072	8	4.860582	s035	MatchstickSeller	95	19
816	8	4.860582	s068	MatchstickSeller	95	19
1094	8	4.860582	s091	MatchstickSeller	95	19
735	8	4.860582	s096	MatchstickSeller	95	19
653	3	2.2190843	s006	MatchstickSeller	95	20
880	3	2.2190843	s035	MatchstickSeller	95	20
747	3	2.2190843	s068	MatchstickSeller	95	20
934	3	2.2190843	s091	MatchstickSeller	95	20
1152	3	2.2190843	s096	MatchstickSeller	95	20
1810	4	5.0237017	s006	MatchstickSeller	96	2
1518	4	5.0237017	s035	MatchstickSeller	96	2
824	4	5.0237017	s068	MatchstickSeller	96	2
629	4	5.0237017	s091	MatchstickSeller	96	2
500	3	2.065867	s006	MatchstickSeller	96	3
608	3	2.065867	s035	MatchstickSeller	96	3
648	3	2.065867	s068	MatchstickSeller	96	3
905	3	2.065867	s091	MatchstickSeller	96	3
616	3	2.065867	s096	MatchstickSeller	96	3
572	3	1.2888894	s006	MatchstickSeller	96	4
928	3	1.2888894	s035	MatchstickSeller	96	4
510	3	1.2888894	s068	MatchstickSeller	96	4
777	3	1.2888894	s091	MatchstickSeller	96	4
552	3	1.2888894	s096	MatchstickSeller	96	4
885	3	3.4004388	s006	MatchstickSeller	97	2
952	3	3.4004388	s035	MatchstickSeller	97	2
1236	3	3.4004388	s068	MatchstickSeller	97	2
829	3	3.4004388	s091	MatchstickSeller	97	2
1009	3	3.4004388	s096	MatchstickSeller	97	2
1000	3	2.2190843	s006	MatchstickSeller	97	3
1408	3	2.2190843	s035	MatchstickSeller	97	3
641	3	2.2190843	s068	MatchstickSeller	97	3
914	3	2.2190843	s091	MatchstickSeller	97	3
495	3	2.2190843	s096	MatchstickSeller	97	3
517	4	3.2641423	s006	MatchstickSeller	97	4
1400	4	3.2641423	s035	MatchstickSeller	97	4
902	4	3.2641423	s068	MatchstickSeller	97	4
853	4	3.2641423	s091	MatchstickSeller	97	4
624	4	3.2641423	s096	MatchstickSeller	97	4
420	5	4.576493	s006	MatchstickSeller	97	5
792	5	4.576493	s035	MatchstickSeller	97	5
558	5	4.576493	s068	MatchstickSeller	97	5
882	5	4.576493	s091	MatchstickSeller	97	5
648	5	4.576493	s096	MatchstickSeller	97	5
690	4	2.8299506	s006	MatchstickSeller	97	6
896	4	2.8299506	s035	MatchstickSeller	97	6
876	4	2.8299506	s068	MatchstickSeller	97	6
607	4	2.8299506	s091	MatchstickSeller	97	6
592	4	2.8299506	s096	MatchstickSeller	97	6
552	3	1.2888894	s006	MatchstickSeller	97	7
584	3	1.2888894	s035	MatchstickSeller	97	7
691	3	1.2888894	s068	MatchstickSeller	97	7
592	3	1.2888894	s091	MatchstickSeller	97	7
504	3	1.2888894	s096	MatchstickSeller	97	7
805	4	4.801378	s006	MatchstickSeller	98	2
1720	4	4.801378	s035	MatchstickSeller	98	2
1482	4	4.801378	s068	MatchstickSeller	98	2
1020	4	4.801378	s091	MatchstickSeller	98	2
1538	4	4.801378	s096	MatchstickSeller	98	2
1092	9	6.2735305	s006	MatchstickSeller	98	3
999	9	6.2735305	s035	MatchstickSeller	98	3
815	9	6.2735305	s068	MatchstickSeller	98	3
1690	9	6.2735305	s091	MatchstickSeller	98	3
910	9	6.2735305	s096	MatchstickSeller	98	3
560	3	2.5938761	s006	MatchstickSeller	98	4
858	3	2.5938761	s035	MatchstickSeller	98	4
905	3	2.5938761	s068	MatchstickSeller	98	4
811	3	2.5938761	s091	MatchstickSeller	98	4
504	3	2.5938761	s096	MatchstickSeller	98	4
552	5	3.7231507	s006	MatchstickSeller	98	5
719	5	3.7231507	s035	MatchstickSeller	98	5
776	5	3.7231507	s068	MatchstickSeller	98	5
735	5	3.7231507	s091	MatchstickSeller	98	5
720	5	3.7231507	s096	MatchstickSeller	98	5
522	3	2.9587936	s006	MatchstickSeller	98	6
887	3	2.9587936	s035	MatchstickSeller	98	6
556	3	2.9587936	s068	MatchstickSeller	98	6
640	3	2.9587936	s091	MatchstickSeller	98	6
576	3	2.9587936	s096	MatchstickSeller	98	6
493	4	3.2641423	s006	MatchstickSeller	98	7
1080	4	3.2641423	s035	MatchstickSeller	98	7
803	4	3.2641423	s068	MatchstickSeller	98	7
842	4	3.2641423	s091	MatchstickSeller	98	7
712	4	3.2641423	s096	MatchstickSeller	98	7
425	1	1.6849625	s006	MatchstickSeller	98	8
904	1	1.6849625	s035	MatchstickSeller	98	8
514	1	1.6849625	s091	MatchstickSeller	98	8
440	1	1.6849625	s096	MatchstickSeller	98	8
470	3	3.0180616	s006	MatchstickSeller	99	2
575	3	3.0180616	s035	MatchstickSeller	99	2
650	3	3.0180616	s068	MatchstickSeller	99	2
766	3	3.0180616	s091	MatchstickSeller	99	2
520	3	3.0180616	s096	MatchstickSeller	99	2
568	3	2.5938761	s006	MatchstickSeller	99	3
649	3	2.5938761	s035	MatchstickSeller	99	3
732	3	2.5938761	s068	MatchstickSeller	99	3
503	3	2.5938761	s091	MatchstickSeller	99	3
600	3	2.5938761	s096	MatchstickSeller	99	3
530	2	3.002296	s006	MatchstickSeller	99	4
1191	2	3.002296	s035	MatchstickSeller	99	4
1062	2	3.002296	s068	MatchstickSeller	99	4
811	2	3.002296	s091	MatchstickSeller	99	4
424	2	3.002296	s096	MatchstickSeller	99	4
945	4	5.0237017	s006	MatchstickSeller	99	5
1336	4	5.0237017	s035	MatchstickSeller	99	5
750	4	5.0237017	s068	MatchstickSeller	99	5
714	4	5.0237017	s091	MatchstickSeller	99	5
752	4	5.0237017	s096	MatchstickSeller	99	5
726	7	4.1293674	s006	MatchstickSeller	99	6
792	7	4.1293674	s035	MatchstickSeller	99	6
1096	7	4.1293674	s068	MatchstickSeller	99	6
722	7	4.1293674	s091	MatchstickSeller	99	6
648	7	4.1293674	s096	MatchstickSeller	99	6
611	3	3.1716862	s006	MatchstickSeller	99	7
912	3	3.1716862	s035	MatchstickSeller	99	7
741	3	3.1716862	s068	MatchstickSeller	99	7
1083	3	3.1716862	s091	MatchstickSeller	99	7
503	3	3.1716862	s096	MatchstickSeller	99	7
580	7	4.29982	s006	MatchstickSeller	99	8
2008	7	4.29982	s035	MatchstickSeller	99	8
696	7	4.29982	s068	MatchstickSeller	99	8
917	7	4.29982	s091	MatchstickSeller	99	8
688	7	4.29982	s096	MatchstickSeller	99	8
1691	4	2.069754	s006	MatchstickSeller	99	9
1160	4	2.069754	s035	MatchstickSeller	99	9
1860	4	2.069754	s091	MatchstickSeller	99	9
721	4	2.069754	s096	MatchstickSeller	99	9
691	3	3.0180616	s006	MatchstickSeller	99	10
784	3	3.0180616	s035	MatchstickSeller	99	10
884	3	3.0180616	s068	MatchstickSeller	99	10
1353	3	3.0180616	s091	MatchstickSeller	99	10
673	3	3.0180616	s096	MatchstickSeller	99	10
499	7	4.020712	s006	MatchstickSeller	99	11
1001	7	4.020712	s035	MatchstickSeller	99	11
697	7	4.020712	s068	MatchstickSeller	99	11
863	7	4.020712	s091	MatchstickSeller	99	11
623	7	4.020712	s096	MatchstickSeller	99	11
661	2	1.7076293	s006	MatchstickSeller	99	12
599	2	1.7076293	s035	MatchstickSeller	99	12
867	2	1.7076293	s068	MatchstickSeller	99	12
1270	2	1.7076293	s091	MatchstickSeller	99	12
551	2	1.7076293	s096	MatchstickSeller	99	12
508	3	1.2888894	s006	MatchstickSeller	99	13
849	3	1.2888894	s035	MatchstickSeller	99	13
1209	3	1.2888894	s068	MatchstickSeller	99	13
1166	3	1.2888894	s091	MatchstickSeller	99	13
545	3	1.2888894	s096	MatchstickSeller	99	13
1263	3	3.8074636	s006	MatchstickSeller	99	14
759	3	3.8074636	s035	MatchstickSeller	99	14
1123	3	3.8074636	s091	MatchstickSeller	99	14
1024	3	3.8074636	s096	MatchstickSeller	99	14
796	5	6.263351	s006	MatchstickSeller	99	15
1048	5	6.263351	s035	MatchstickSeller	99	15
1211	5	6.263351	s068	MatchstickSeller	99	15
693	5	6.263351	s091	MatchstickSeller	99	15
639	5	6.263351	s096	MatchstickSeller	99	15
535	3	2.9587936	s006	MatchstickSeller	99	16
1240	3	2.9587936	s035	MatchstickSeller	99	16
930	3	2.9587936	s068	MatchstickSeller	99	16
1199	3	2.9587936	s091	MatchstickSeller	99	16
472	3	2.9587936	s096	MatchstickSeller	99	16
562	11	5.261762	s006	MatchstickSeller	99	17
1016	11	5.261762	s035	MatchstickSeller	99	17
968	11	5.261762	s068	MatchstickSeller	99	17
1240	11	5.261762	s091	MatchstickSeller	99	17
649	11	5.261762	s096	MatchstickSeller	99	17
580	3	2.5938761	s006	MatchstickSeller	99	18
872	3	2.5938761	s035	MatchstickSeller	99	18
803	3	2.5938761	s068	MatchstickSeller	99	18
756	3	2.5938761	s091	MatchstickSeller	99	18
479	3	2.5938761	s096	MatchstickSeller	99	18
575	5	3.7231507	s006	MatchstickSeller	99	19
704	5	3.7231507	s035	MatchstickSeller	99	19
540	5	3.7231507	s068	MatchstickSeller	99	19
893	5	3.7231507	s091	MatchstickSeller	99	19
528	5	3.7231507	s096	MatchstickSeller	99	19
562	6	3.5249536	s006	MatchstickSeller	100	2
744	6	3.5249536	s035	MatchstickSeller	100	2
915	6	3.5249536	s091	MatchstickSeller	100	2
616	6	3.5249536	s096	MatchstickSeller	100	2
534	6	4.9878845	s006	MatchstickSeller	100	3
768	6	4.9878845	s035	MatchstickSeller	100	3
1708	6	4.9878845	s068	MatchstickSeller	100	3
785	6	4.9878845	s091	MatchstickSeller	100	3
496	6	4.9878845	s096	MatchstickSeller	100	3
754	3	3.0180616	s006	MatchstickSeller	100	4
953	3	3.0180616	s035	MatchstickSeller	100	4
628	3	3.0180616	s068	MatchstickSeller	100	4
752	3	3.0180616	s091	MatchstickSeller	100	4
832	3	3.0180616	s096	MatchstickSeller	100	4
1422	6	4.109972	s006	MatchstickSeller	100	5
744	6	4.109972	s035	MatchstickSeller	100	5
897	6	4.109972	s068	MatchstickSeller	100	5
794	6	4.109972	s091	MatchstickSeller	100	5
600	6	4.109972	s096	MatchstickSeller	100	5
517	3	1.2888894	s006	MatchstickSeller	100	6
1471	3	1.2888894	s035	MatchstickSeller	100	6
1994	3	1.2888894	s068	MatchstickSeller	100	6
1744	3	1.2888894	s091	MatchstickSeller	100	6
664	3	1.2888894	s096	MatchstickSeller	100	6
1047	7	4.411196	s006	MatchstickSeller	100	7
1192	7	4.411196	s035	MatchstickSeller	100	7
975	7	4.411196	s068	MatchstickSeller	100	7
839	7	4.411196	s091	MatchstickSeller	100	7
1257	7	4.411196	s096	MatchstickSeller	100	7
522	2	1.6084222	s006	MatchstickSeller	100	8
664	2	1.6084222	s035	MatchstickSeller	100	8
983	2	1.6084222	s068	MatchstickSeller	100	8
